revenue_detail_id,revenue_section_id,revenue_item_key,fiscal_year,account_code,account_name,kan_code,kan_name,kou_code,kou_name,moku_code,moku_name,setsu_code,setsu_name,saisetsu_code,saisetsu_name,department_display_name,source_funding_category_name,funding_nature,previous_amount_thousand_yen,current_amount_thousand_yen,diff_amount_thousand_yen,is_zero_amount,related_program_count,source_file,source_row_number
rd_2026_general_revenue_19_06_04_06_61_3655100000,rs_2026_general_revenue_19_06_04_06,2026_general_revenue_19_06_04,2026,general,一般会計,19,諸収入,06,雑入,04,納付金,06,納付金（３）,61,会計年度任用職員社会保険料（障害福祉部）,障害福祉部 障害施策課,諸収入,specific,650,714,64,false,1,ippansainyu.csv,17825
rd_2026_general_revenue_19_06_04_06_62_3665150000,rs_2026_general_revenue_19_06_04_06,2026_general_revenue_19_06_04,2026,general,一般会計,19,諸収入,06,雑入,04,納付金,06,納付金（３）,62,会計年度任用職員社会保険料（子ども・若者部）,子ども・若者部 子ども・若者支援課,諸収入,specific,3031,3732,701,false,1,ippansainyu.csv,18009
rd_2026_general_revenue_19_06_04_06_63_3785100000,rs_2026_general_revenue_19_06_04_06,2026_general_revenue_19_06_04,2026,general,一般会計,19,諸収入,06,雑入,04,納付金,06,納付金（３）,63,会計年度任用職員社会保険料（世田谷保健所）,世田谷保健所 健康企画課,諸収入,specific,4399,5151,752,false,1,ippansainyu.csv,18418
rd_2026_general_revenue_19_06_04_06_64_3405350000,rs_2026_general_revenue_19_06_04_06,2026_general_revenue_19_06_04,2026,general,一般会計,19,諸収入,06,雑入,04,納付金,06,納付金（３）,64,会計年度任用職員社会保険料（生活文化政策部）,生活文化政策部 市民活動推進課,諸収入,specific,2421,6528,4107,false,1,ippansainyu.csv,17032
rd_2026_general_revenue_19_06_04_06_66_3065200000,rs_2026_general_revenue_19_06_04_06,2026_general_revenue_19_06_04,2026,general,一般会計,19,諸収入,06,雑入,04,納付金,06,納付金（３）,66,特別職非常勤職員社会保険料（行政手法改革参与）,政策経営部 官民行政手法改革課,諸収入,specific,0,1267,1267,false,1,ippansainyu.csv,16901
rd_2026_general_revenue_19_06_04_06_67_3095100000,rs_2026_general_revenue_19_06_04_06,2026_general_revenue_19_06_04,2026,general,一般会計,19,諸収入,06,雑入,04,納付金,06,納付金（３）,67,特別職非常勤職員社会保険料（システム標準化参与）,DX推進担当部 ＤＸ推進担当課,諸収入,specific,0,717,717,false,1,ippansainyu.csv,16931
rd_2026_general_revenue_19_06_04_06_68_2335100000,rs_2026_general_revenue_19_06_04_06,2026_general_revenue_19_06_04,2026,general,一般会計,19,諸収入,06,雑入,04,納付金,06,納付金（３）,68,特別職非常勤職員社会保険料（玉川総合支所）,玉川総合支所 地域振興課,諸収入,specific,0,819,819,false,1,ippansainyu.csv,16817
rd_2026_general_revenue_19_06_06_01_01_3355400000,rs_2026_general_revenue_19_06_06_01,2026_general_revenue_19_06_06,2026,general,一般会計,19,諸収入,06,雑入,06,滞納処分費,01,滞納処分費,01,特別区税等滞納処分費,財務部 納税課,諸収入,specific,437,568,131,false,1,ippansainyu.csv,17006
rd_2026_general_revenue_19_06_09_01_01_2135100000,rs_2026_general_revenue_19_06_09_01,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,01,電話料,01,電話料,世田谷総合支所 地域振興課,一般財源,general,8,12,4,false,0,ippansainyu.csv,16764
rd_2026_general_revenue_19_06_09_01_01_2335100000,rs_2026_general_revenue_19_06_09_01,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,01,電話料,01,電話料,玉川総合支所 地域振興課,一般財源,general,20,0,-20,true,0,ippansainyu.csv,16818
rd_2026_general_revenue_19_06_09_01_01_2435100000,rs_2026_general_revenue_19_06_09_01,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,01,電話料,01,電話料,砧総合支所 地域振興課,一般財源,general,6,4,-2,false,0,ippansainyu.csv,16848
rd_2026_general_revenue_19_06_09_01_01_2535100000,rs_2026_general_revenue_19_06_09_01,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,01,電話料,01,電話料,烏山総合支所 地域振興課,一般財源,general,4,4,0,false,0,ippansainyu.csv,16883
rd_2026_general_revenue_19_06_09_01_01_3235200000,rs_2026_general_revenue_19_06_09_01,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,01,電話料,01,電話料,庁舎整備担当部 庁舎管理担当課,一般財源,general,22,0,-22,true,0,ippansainyu.csv,16964
rd_2026_general_revenue_19_06_09_01_01_3405350000,rs_2026_general_revenue_19_06_09_01,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,01,電話料,01,電話料,生活文化政策部 市民活動推進課,一般財源,general,6,1,-5,false,0,ippansainyu.csv,17033
rd_2026_general_revenue_19_06_09_01_01_3445550000,rs_2026_general_revenue_19_06_09_01,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,01,電話料,01,電話料,スポーツ推進部 スポーツ施設課,一般財源,general,19,10,-9,false,0,ippansainyu.csv,17122
rd_2026_general_revenue_19_06_09_01_01_3655200000,rs_2026_general_revenue_19_06_09_01,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,01,電話料,01,電話料,障害福祉部 障害地域生活課,一般財源,general,1,0,-1,true,0,ippansainyu.csv,17871
rd_2026_general_revenue_19_06_09_02_27_3655200000,rs_2026_general_revenue_19_06_09_02,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,02,施設入居者負担金,27,生活寮,障害福祉部 障害地域生活課,一般財源,general,280,300,20,false,0,ippansainyu.csv,17872
rd_2026_general_revenue_19_06_09_05_01_3235200000,rs_2026_general_revenue_19_06_09_05,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,05,光熱水費等負担金,01,庁舎,庁舎整備担当部 庁舎管理担当課,諸収入,specific,4272,12209,7937,false,1,ippansainyu.csv,16965
rd_2026_general_revenue_19_06_09_05_03_2335100000,rs_2026_general_revenue_19_06_09_05,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,05,光熱水費等負担金,03,玉川総合支所,玉川総合支所 地域振興課,諸収入,specific,417,357,-60,false,1,ippansainyu.csv,16819
rd_2026_general_revenue_19_06_09_05_04_2535100000,rs_2026_general_revenue_19_06_09_05,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,05,光熱水費等負担金,04,烏山区民センター,烏山総合支所 地域振興課,諸収入,specific,759,542,-217,false,1,ippansainyu.csv,16884
rd_2026_general_revenue_19_06_09_05_05_3555600000,rs_2026_general_revenue_19_06_09_05,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,05,光熱水費等負担金,05,砧清掃事務所,環境政策部 砧清掃事務所,諸収入,specific,205,187,-18,false,1,ippansainyu.csv,17231
rd_2026_general_revenue_19_06_09_05_07_3555400000,rs_2026_general_revenue_19_06_09_05,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,05,光熱水費等負担金,07,世田谷清掃事務所,環境政策部 世田谷清掃事務所,諸収入,specific,237,237,0,false,1,ippansainyu.csv,17225
rd_2026_general_revenue_19_06_09_05_10_3405400000,rs_2026_general_revenue_19_06_09_05,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,05,光熱水費等負担金,10,文化生活情報センター,生活文化政策部 文化・国際課,諸収入,specific,3220,2868,-352,false,1,ippansainyu.csv,17059
rd_2026_general_revenue_19_06_09_05_11_3655200000,rs_2026_general_revenue_19_06_09_05,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,05,光熱水費等負担金,11,障害者休養ホームひまわり荘,障害福祉部 障害地域生活課,諸収入,specific,42,38,-4,false,1,ippansainyu.csv,17873
rd_2026_general_revenue_19_06_09_05_12_3595150000,rs_2026_general_revenue_19_06_09_05,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,05,光熱水費等負担金,12,保健センター,保健福祉政策部 保福推進課,諸収入,specific,5323,5513,190,false,1,ippansainyu.csv,17268
rd_2026_general_revenue_19_06_09_05_14_3835300000,rs_2026_general_revenue_19_06_09_05,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,05,光熱水費等負担金,14,公園・身近な広場,みどり33推進担当部 公園緑地課,諸収入,specific,7452,6560,-892,false,1,ippansainyu.csv,18643
rd_2026_general_revenue_19_06_09_05_16_3655200000,rs_2026_general_revenue_19_06_09_05,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,05,光熱水費等負担金,16,知的障害者援護施設緊急一時保護（宿泊）事業,障害福祉部 障害地域生活課,諸収入,specific,1,1,0,false,1,ippansainyu.csv,17874
rd_2026_general_revenue_19_06_09_05_20_2135100000,rs_2026_general_revenue_19_06_09_05,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,05,光熱水費等負担金,20,桜丘区民センター,世田谷総合支所 地域振興課,諸収入,specific,58,54,-4,false,1,ippansainyu.csv,16765
rd_2026_general_revenue_19_06_09_05_22_2135100000,rs_2026_general_revenue_19_06_09_05,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,05,光熱水費等負担金,22,世田谷地域出張所,世田谷総合支所 地域振興課,諸収入,specific,2524,2827,303,false,1,ippansainyu.csv,16766
rd_2026_general_revenue_19_06_09_05_24_2335100000,rs_2026_general_revenue_19_06_09_05,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,05,光熱水費等負担金,24,尾山台地区会館防災倉庫,玉川総合支所 地域振興課,諸収入,specific,6,6,0,false,1,ippansainyu.csv,16820
rd_2026_general_revenue_19_06_09_05_25_3235200000,rs_2026_general_revenue_19_06_09_05,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,05,光熱水費等負担金,25,分庁舎,庁舎整備担当部 庁舎管理担当課,諸収入,specific,32457,32151,-306,false,1,ippansainyu.csv,16966
rd_2026_general_revenue_19_06_09_05_26_2535100000,rs_2026_general_revenue_19_06_09_05,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,05,光熱水費等負担金,26,上北沢区民センター,烏山総合支所 地域振興課,諸収入,specific,438,421,-17,false,1,ippansainyu.csv,16885
rd_2026_general_revenue_19_06_09_05_28_3405400000,rs_2026_general_revenue_19_06_09_05,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,05,光熱水費等負担金,28,美術館,生活文化政策部 文化・国際課,諸収入,specific,6663,6820,157,false,1,ippansainyu.csv,17060
rd_2026_general_revenue_19_06_09_05_30_2235100000,rs_2026_general_revenue_19_06_09_05,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,05,光熱水費等負担金,30,北沢総合支所,北沢総合支所 地域振興課,諸収入,specific,8000,6800,-1200,false,1,ippansainyu.csv,16793
rd_2026_general_revenue_19_06_09_05_32_2335100000,rs_2026_general_revenue_19_06_09_05,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,05,光熱水費等負担金,32,東玉川地区会館,玉川総合支所 地域振興課,諸収入,specific,65,65,0,false,1,ippansainyu.csv,16821
rd_2026_general_revenue_19_06_09_05_34_4965100000,rs_2026_general_revenue_19_06_09_05,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,05,光熱水費等負担金,34,民家園,教育委員会事務局 生涯学習課,諸収入,specific,1,5,4,false,1,ippansainyu.csv,18831
rd_2026_general_revenue_19_06_09_05_36_2435100000,rs_2026_general_revenue_19_06_09_05,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,05,光熱水費等負担金,36,砧地域出張所,砧総合支所 地域振興課,諸収入,specific,1216,1321,105,false,1,ippansainyu.csv,16849
rd_2026_general_revenue_19_06_09_05_40_2535100000,rs_2026_general_revenue_19_06_09_05,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,05,光熱水費等負担金,40,区民斎場,烏山総合支所 地域振興課,諸収入,specific,48,41,-7,false,1,ippansainyu.csv,16886
rd_2026_general_revenue_19_06_09_05_42_3305300000,rs_2026_general_revenue_19_06_09_05,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,05,光熱水費等負担金,42,池尻防災施設,危機管理部 災害対策課,諸収入,specific,0,2,2,false,1,ippansainyu.csv,16977
rd_2026_general_revenue_19_06_09_05_47_2335100000,rs_2026_general_revenue_19_06_09_05,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,05,光熱水費等負担金,47,用賀地区会館,玉川総合支所 地域振興課,諸収入,specific,50,50,0,false,1,ippansainyu.csv,16822
rd_2026_general_revenue_19_06_09_05_49_2335100000,rs_2026_general_revenue_19_06_09_05,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,05,光熱水費等負担金,49,桜新町区民集会所,玉川総合支所 地域振興課,諸収入,specific,200,200,0,false,1,ippansainyu.csv,16823
rd_2026_general_revenue_19_06_09_05_51_3405400000,rs_2026_general_revenue_19_06_09_05,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,05,光熱水費等負担金,51,文学館,生活文化政策部 文化・国際課,諸収入,specific,1462,1476,14,false,1,ippansainyu.csv,17061
rd_2026_general_revenue_19_06_09_05_52_2535100000,rs_2026_general_revenue_19_06_09_05,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,05,光熱水費等負担金,52,烏山総合支所,烏山総合支所 地域振興課,諸収入,specific,50,47,-3,false,1,ippansainyu.csv,16887
rd_2026_general_revenue_19_06_09_05_53_2435100000,rs_2026_general_revenue_19_06_09_05,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,05,光熱水費等負担金,53,砧総合支所,砧総合支所 地域振興課,諸収入,specific,424,491,67,false,1,ippansainyu.csv,16850
rd_2026_general_revenue_19_06_09_05_55_3835300000,rs_2026_general_revenue_19_06_09_05,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,05,光熱水費等負担金,55,多摩川緑地広場管理公社,みどり33推進担当部 公園緑地課,諸収入,specific,257,257,0,false,1,ippansainyu.csv,18644
rd_2026_general_revenue_19_06_09_05_56_3665500000,rs_2026_general_revenue_19_06_09_05,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,05,光熱水費等負担金,56,子育てステーション,子ども・若者部 子ども家庭課,諸収入,specific,2619,2709,90,false,1,ippansainyu.csv,18124
rd_2026_general_revenue_19_06_09_05_58_2135100000,rs_2026_general_revenue_19_06_09_05,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,05,光熱水費等負担金,58,宮坂区民センター,世田谷総合支所 地域振興課,諸収入,specific,1903,2204,301,false,1,ippansainyu.csv,16767
rd_2026_general_revenue_19_06_09_05_60_2535100000,rs_2026_general_revenue_19_06_09_05,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,05,光熱水費等負担金,60,粕谷区民センター,烏山総合支所 地域振興課,諸収入,specific,829,639,-190,false,1,ippansainyu.csv,16888
rd_2026_general_revenue_19_06_09_05_61_2235100000,rs_2026_general_revenue_19_06_09_05,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,05,光熱水費等負担金,61,北沢地域出張所,北沢総合支所 地域振興課,諸収入,specific,700,700,0,false,1,ippansainyu.csv,16794
rd_2026_general_revenue_19_06_09_05_62_2435100000,rs_2026_general_revenue_19_06_09_05,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,05,光熱水費等負担金,62,鎌田区民センター,砧総合支所 地域振興課,諸収入,specific,540,480,-60,false,1,ippansainyu.csv,16851
rd_2026_general_revenue_19_06_09_05_65_3895300000,rs_2026_general_revenue_19_06_09_05,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,05,光熱水費等負担金,65,三軒茶屋パティオ,土木部 工事第一課,諸収入,specific,4,4,0,false,1,ippansainyu.csv,18728
rd_2026_general_revenue_19_06_09_05_67_3655200000,rs_2026_general_revenue_19_06_09_05,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,05,光熱水費等負担金,67,白梅福祉作業所,障害福祉部 障害地域生活課,諸収入,specific,1647,1552,-95,false,1,ippansainyu.csv,17875
rd_2026_general_revenue_19_06_09_05_71_3645100000,rs_2026_general_revenue_19_06_09_05,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,05,光熱水費等負担金,71,法人負担分（高齢者在宅サービスセンター）,高齢福祉部 高齢福祉課,諸収入,specific,25813,24834,-979,false,1,ippansainyu.csv,17523
rd_2026_general_revenue_19_06_09_05_72_3555500000,rs_2026_general_revenue_19_06_09_05,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,05,光熱水費等負担金,72,玉川清掃事務所,環境政策部 玉川清掃事務所,諸収入,specific,84,85,1,false,1,ippansainyu.csv,17228
rd_2026_general_revenue_19_06_09_05_73_4960160000,rs_2026_general_revenue_19_06_09_05,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,05,光熱水費等負担金,73,中学校,教育委員会事務局 教育環境課,諸収入,specific,4032,3952,-80,false,1,ippansainyu.csv,18818
rd_2026_general_revenue_19_06_09_05_74_2535100000,rs_2026_general_revenue_19_06_09_05,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,05,光熱水費等負担金,74,烏山地区地区会館,烏山総合支所 地域振興課,諸収入,specific,656,628,-28,false,1,ippansainyu.csv,16889
rd_2026_general_revenue_19_06_09_05_81_3555300000,rs_2026_general_revenue_19_06_09_05,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,05,光熱水費等負担金,81,エコプラザ用賀,環境政策部 事業課,諸収入,specific,1700,1600,-100,false,1,ippansainyu.csv,17211
rd_2026_general_revenue_19_06_09_05_86_3645100000,rs_2026_general_revenue_19_06_09_05,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,05,光熱水費等負担金,86,一時生活援助施設,高齢福祉部 高齢福祉課,諸収入,specific,216,131,-85,false,1,ippansainyu.csv,17524
rd_2026_general_revenue_19_06_09_05_87_2335100000,rs_2026_general_revenue_19_06_09_05,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,05,光熱水費等負担金,87,東深沢地域集会所,玉川総合支所 地域振興課,諸収入,specific,10,10,0,false,1,ippansainyu.csv,16824
rd_2026_general_revenue_19_06_09_05_90_3655200000,rs_2026_general_revenue_19_06_09_05,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,05,光熱水費等負担金,90,なかまっち日中ショート事業,障害福祉部 障害地域生活課,諸収入,specific,44,45,1,false,1,ippansainyu.csv,17876
rd_2026_general_revenue_19_06_09_05_91_3445550000,rs_2026_general_revenue_19_06_09_05,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,05,光熱水費等負担金,91,地域体育施設,スポーツ推進部 スポーツ施設課,諸収入,specific,76,60,-16,false,1,ippansainyu.csv,17123
rd_2026_general_revenue_19_06_09_05_92_3445550000,rs_2026_general_revenue_19_06_09_05,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,05,光熱水費等負担金,92,総合運動場,スポーツ推進部 スポーツ施設課,諸収入,specific,3960,4363,403,false,1,ippansainyu.csv,17124
rd_2026_general_revenue_19_06_09_05_93_3445550000,rs_2026_general_revenue_19_06_09_05,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,05,光熱水費等負担金,93,千歳温水プール,スポーツ推進部 スポーツ施設課,諸収入,specific,1773,1980,207,false,1,ippansainyu.csv,17125
rd_2026_general_revenue_19_06_09_05_96_2335100000,rs_2026_general_revenue_19_06_09_05,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,05,光熱水費等負担金,96,玉川区民会館別館,玉川総合支所 地域振興課,諸収入,specific,50,25,-25,false,1,ippansainyu.csv,16825
rd_2026_general_revenue_19_06_09_05_99_3445550000,rs_2026_general_revenue_19_06_09_05,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,05,光熱水費等負担金,99,大蔵第二運動公園運動施設,スポーツ推進部 スポーツ施設課,諸収入,specific,2900,3100,200,false,1,ippansainyu.csv,17126
rd_2026_general_revenue_19_06_09_06_01_3205600000,rs_2026_general_revenue_19_06_09_06,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,06,住宅利用料,01,職員住宅利用料,総務部 職員厚生課,諸収入,specific,35200,33591,-1609,false,1,ippansainyu.csv,16957
rd_2026_general_revenue_19_06_09_06_04_3815450000,rs_2026_general_revenue_19_06_09_06,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,06,住宅利用料,04,高齢者集合住宅協力員利用料,都市整備政策部 住宅課,諸収入,specific,576,385,-191,false,1,ippansainyu.csv,18559
rd_2026_general_revenue_19_06_09_07_01_3815450000,rs_2026_general_revenue_19_06_09_07,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,07,住宅共益費,01,公営住宅共益費,都市整備政策部 住宅課,諸収入,specific,33451,30896,-2555,false,1,ippansainyu.csv,18560
rd_2026_general_revenue_19_06_09_07_05_3815450000,rs_2026_general_revenue_19_06_09_07,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,07,住宅共益費,05,特定公共賃貸住宅共益費,都市整備政策部 住宅課,諸収入,specific,156,156,0,false,1,ippansainyu.csv,18561
rd_2026_general_revenue_19_06_09_07_07_3815450000,rs_2026_general_revenue_19_06_09_07,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,07,住宅共益費,07,区立地域優良賃貸住宅,都市整備政策部 住宅課,諸収入,specific,3462,3498,36,false,1,ippansainyu.csv,18562
rd_2026_general_revenue_19_06_09_08_06_4975200000,rs_2026_general_revenue_19_06_09_08,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,08,参加料・利用料,06,小中学生の国内留学プログラム参加料,教育委員会事務局 教育指導課,諸収入,specific,2415,2173,-242,false,1,ippansainyu.csv,18860
rd_2026_general_revenue_19_06_09_08_09_3815100000,rs_2026_general_revenue_19_06_09_08,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,08,参加料・利用料,09,二子玉川分庁舎コピーサービス料,都市整備政策部 都市計画課,諸収入,specific,117,105,-12,false,1,ippansainyu.csv,18528
rd_2026_general_revenue_19_06_09_08_10_3665580000,rs_2026_general_revenue_19_06_09_08,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,08,参加料・利用料,10,区立保育園内ほっとステイ利用料,子ども・若者部 保育課,諸収入,specific,2880,2880,0,false,1,ippansainyu.csv,18323
rd_2026_general_revenue_19_06_09_08_14_3665570000,rs_2026_general_revenue_19_06_09_08,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,08,参加料・利用料,14,ひとり親家庭,子ども・若者部 児童相談支援課,諸収入,specific,341,0,-341,true,0,ippansainyu.csv,18179
rd_2026_general_revenue_19_06_09_08_16_3645100000,rs_2026_general_revenue_19_06_09_08,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,08,参加料・利用料,16,福祉緊急対応,高齢福祉部 高齢福祉課,諸収入,specific,25051,6262,-18789,false,1,ippansainyu.csv,17525
rd_2026_general_revenue_19_06_09_08_17_3595200000,rs_2026_general_revenue_19_06_09_08,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,08,参加料・利用料,17,成年後見制度,保健福祉政策部 生活福祉課,諸収入,specific,1256,940,-316,false,1,ippansainyu.csv,17336
rd_2026_general_revenue_19_06_09_08_18_3665570000,rs_2026_general_revenue_19_06_09_08,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,08,参加料・利用料,18,養育困難家庭,子ども・若者部 児童相談支援課,諸収入,specific,5158,0,-5158,true,0,ippansainyu.csv,18180
rd_2026_general_revenue_19_06_09_08_22_3205400000,rs_2026_general_revenue_19_06_09_08,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,08,参加料・利用料,22,区政情報センター運営,総務部 区政情報課,諸収入,specific,246,294,48,false,1,ippansainyu.csv,16941
rd_2026_general_revenue_19_06_09_08_28_3835300000,rs_2026_general_revenue_19_06_09_08,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,08,参加料・利用料,28,農業体験等参加料,みどり33推進担当部 公園緑地課,諸収入,specific,702,557,-145,false,1,ippansainyu.csv,18645
rd_2026_general_revenue_19_06_09_08_32_4965100000,rs_2026_general_revenue_19_06_09_08,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,08,参加料・利用料,32,郷土資料館,教育委員会事務局 生涯学習課,諸収入,specific,172,176,4,false,1,ippansainyu.csv,18832
rd_2026_general_revenue_19_06_09_08_33_4965100000,rs_2026_general_revenue_19_06_09_08,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,08,参加料・利用料,33,成人教育,教育委員会事務局 生涯学習課,諸収入,specific,1838,1817,-21,false,1,ippansainyu.csv,18833
rd_2026_general_revenue_19_06_09_08_50_3405450000,rs_2026_general_revenue_19_06_09_08,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,08,参加料・利用料,50,男女共同参画センターコピーサービス料等,生活文化政策部 人権男女共同参画課,諸収入,specific,66,61,-5,false,1,ippansainyu.csv,17074
rd_2026_general_revenue_19_06_09_08_67_3525400000,rs_2026_general_revenue_19_06_09_08,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,08,参加料・利用料,67,次大夫堀公園自然体験農園事業,経済産業部 都市農業課,諸収入,specific,600,600,0,false,1,ippansainyu.csv,17191
rd_2026_general_revenue_19_06_09_08_68_3555300000,rs_2026_general_revenue_19_06_09_08,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,08,参加料・利用料,68,生ごみ減量講習会等参加料,環境政策部 事業課,諸収入,specific,50,0,-50,true,0,ippansainyu.csv,17212
rd_2026_general_revenue_19_06_09_08_70_3655100000,rs_2026_general_revenue_19_06_09_08,2026_general_revenue_19_06_09,2026,general,一般会計,19,諸収入,06,雑入,09,雑入,08,参加料・利用料,70,福祉緊急対応（障害）,障害福祉部 障害施策課,諸収入,specific,981,1003,22,false,1,ippansainyu.csv,17826
